title,address,business_model,description,email,foundation_year,founders_number,growth_stage,is_active,last_updated,link,staff_size,tags,telephone,total_team_size,website
munevo GmbH,"Agnes-Pockels-Bogen 1, 80992 München",," Das Startup aus München hat es sich zum Ziel gemacht mit Hilfe von neuen Technologien Alltagsassistenten für Rollstuhlfahrer zu entwickeln. Munevo DRIVE ist eine neue Sondersteuerung für Menschen, die aufgrund von schweren Erkrankungsverläufen nicht mehr ihre Hände zur Steuerung eines Rollstuhls nutzen können. Im Gegensatz zu etablierten Steuerungen, erfasst munevo DRIVE erstmals Kopfbewegungen und Sprachbefehle mit Hilfe einer Smartglass. Durch gezielte Kopfbewegungen lässt sich der Rollstuhl intuitiv und innovativ steuern. Für den Nutzer ist das nicht nur komfortabler, sondern auch mit einer erhöhten Sicherheit beim Fahren verbunden. Die intelligent verarbeitete Software erkennt Gefahren und passt sich dem Nutzer an. Lebensqualität und Mobilität von Rollstuhlbenutzern zu erhöhen ist ein wichtiges Anliegen. munevo forscht daher auch an der Mobilität von Rollstuhlfahrern auf universitärem Niveau und sucht hierfür noch Probanden. Zu einer Testfahrt und zum Ausprobieren sind Sie herzlich eingeladen.",info@munevo.com,2018,4,Growth-Stage,True,13.07.2020,https://www.munich-startup.de/startups/munevo-gmbh/,0,"Health,Life Science,MedTech",+49 89 55064904,4,https://munevo.com/
Mountain Alliance AG,"Bavariaring 17, 80336 München",," is a listed operative investment company with HQ in Munich, Germany. Our mission is to be lean, transparent, and smart investors and we achieve this by allocating our funds exclusively to the sector we know best: digital assets.",ir@mountain-alliance.de,,,,True,20.11.2018,https://www.munich-startup.de/startups/mountain-alliance-ag/,,Investor,,,http://www.mountain-alliance.de
Münchner Technologiezentrum (MTZ),"Agnes-Pockels-Bogen 1, 80992 München",," München ist das Hightech-Zentrum Deutschlands und ein Technologie- und Innovationsstandort von internationalem Format. Die vielzitierte Verbindung von Tradition und Hightech ist mittlerweile ein entscheidender Standortfaktor für München und gibt wichtige Impulse für die Zukunftsfähigkeit der Wirtschaft. Um die guten Rahmenbedingungen für innovative Firmen weiter zu stärken und auszubauen, unterstützt das neue Münchner Technologiezentrum Gründer und junge Unternehmen aus allen Technologiebereichen durch Bereitstellung geeigneter Flächen und intensives Coaching während der Startphase. Das neue MTZ verfolgt dabei ein integriertes Konzept eines Technologieparks mit dem Nucleus MTZ als einen Inkubator für die ersten Gründerjahre. In direkter Nachbarschaft bietet der Technologiepark M-Campus hochwertige Flächenpotenziale für bereits etablierte Technologieunternehmen.",info@mtz.de,,,,True,07.04.2021,https://www.munich-startup.de/startups/muenchner-technologiezentrum-mtz/,,"Accelerator/Incubator,Services",+49 89 323 646 0 ,,http://www.mtz.de
Münchner Existenzgründungs-Büro (MEB),"Max-Josef-Straße 2, 80333 München",," Das Münchner Existenzgründungs-Büro (MEB) ist eine Initiative der IHK München und der Landeshauptstadt München. Wir bieten kostenfreie Information und Beratung für alle, die sich selbständig machen wollen oder Unterstützung im Gründungsprozess suchen (mit Ausnahme des Handwerks). Themen: Gründungsformalitäten, Businessplan, Rechtsformwahl und Steuerüberblick, private und betriebliche Absicherung, Förderangebote und Finanzierungshilfen, Seminare und Veranstaltungen, Flächenangebote und Gründerzentren Kostenlose Online-Einführungsveranstaltungen zur Erstinformation: kompakter Überblick zu allen Gründungsthemen. Anmeldung unter:",start@muenchen.de,,,,True,06.02.2023,https://www.munich-startup.de/startups/muenchner-existenzgruendungs-buero/,,,089 233 21759,,https://gruenden-muenchen.de/
MSAID GmbH,"Lichtenbergstraße 8, 85748 Garching bei München",B2B," Die MSAID GmbH transformiert die Art und Weise, wie Wissenschaftler Proteindaten analysieren. MSAID ist ein Bioinformatik-Spin-off der Technischen Universität München mit Sitz im Garchinger Technologie- und Gründerzentrum. Das Unternehmen wurde von einem interdisziplinären Team von Wissenschaftlern gegründet, mit der Vision bessere Softwarelösungen für das Feld der Proteomik zu kreieren. Das Team verfügt über eine eindrucksvolle wissenschaftliche Erfolgsbilanz und langjährige Erfahrung in der Erfassung, Analyse und Interpretation von proteomischen Daten. Ziel ist es, aktuell genutzte Algorithmen durch leistungsstarke, KI-basierte Softwarelösungen zu ersetzen und so eine intelligentere, umfassendere und zuverlässigere Auswertung von proteomischen Daten zu ermöglichen.",info@msaid.de,2019,6,Growth-Stage,True,21.01.2022,https://www.munich-startup.de/startups/msaid-gmbh/,12,"Artificial Intelligence,IT/Technologie,SaaS,Services",,18,https://msaid.de
Mr Beam Lasers GmbH,"Gollierstr. 70, 80339 München",," Mr Beam Lasers GmbH ist ein Münchner Soft- und Hardware Startup. Mr Beam Lasers stellt Desktop-Lasercutter her und ist damit europäischer Pionier in Sachen Desktop Lasercutter der Laserklasse 1. Mit dem Modell “Mr Beam II dreamcut” ist seit dem 1. November 2019 ein Lasercutter auf dem Markt, der nicht nur ideal für den privaten sondern auch für den gewerblichen Gebrauch ist. Die Zielgruppen vom Mr Beam Lasercutter könnten unterschiedlicher kaum sein: Ob Orthopäden, Architekten, Hobbyisten, Kleingewerbetreibende, Solo-Selbständige, Künstler oder auch Fotografen – Mr Beam wird allen Zielgruppen gerecht und begeistert eine breite Masse an Leuten.",info@mr-beam.org,2014,3,Growth-Stage,True,15.01.2021,https://www.munich-startup.de/startups/mr-beam-lasers-gmbh/,14,"(e)Commerce,Industry,IT/Technologie",089 420953538,17,http://www.mr-beam.org
Munich Re – THE LAB,"Atelierstr. 10 (Werk3), 81671 München",," Das Innovation Lab von Munich Re in München. Als einer von vier Lab Standorten neben Beijing, New York und Cincinnati ist München federführend in der Entwicklung neuer Lösungen für die Versicherungskunden (B2B oder B2B2C).",rbuegler@munichre.com,,,,True,12.04.2017,https://www.munich-startup.de/startups/munich-re-lab/,,"Accelerator/Incubator,Services",089 904190040,,https://www.munichre.com/de/
MyAutoData (MAUD),"Forstenrieder Allee 61, 81476 München",B2B," MyAutoData, kurz MAUD, ist eine neutrale, hochgradig skalierbare, KI-gestützte Datenplattform, die den Autofahrern ihre Datensouveränität zurück gibt. Persönliche Daten aus dem Fahrzeugbesitz (Kauf, Versicherung, Reparatur, Leasing usw.), sowie Bewegungsdaten und das Fahrverhalten werden digitalisiert und sicher in der Cloud auf deutschen Servern gespeichert. Autofahrer bestimmen ab jetzt wieder selbst darüber wem sie Daten unter welchen Bedingungen zur Verfügung stellen. Unternehmen können gegen direkte Bezahlung an den Autofahrer eine völlig neue Dimension an Daten nutzen, um durch rechtssichere Zugriffe Informationslücken zu schließen, Bedürfnisse, Vorlieben und Kundenerfahrungen abzufragen, und neue Geschäftsfelder zu identifizieren. Im MAUD Marktplatz können Autofahrer Produkte von automobilnahen Unternehmen online vergleichen und bestellen wenn sie etwas für ihr Auto brauchen, einschließlich dem Kauf von Neu- und Gebrauchtwagen! Zuguterletzt ist MyAutoData auch eine Community für Autoliebhaber, in der sie ihre Erfahrungen und Ideen miteinander austauschen können.",mhh@myautodata.com,2019,4,Growth-Stage,True,06.03.2023,https://www.munich-startup.de/startups/myautodata-maud/,3,"Automotive,Mobility",,7,https://myautodata.com
myChipsBox GmbH,"Rupert-Mayer-Str. 44, 81379 München",, Manufaktur für feinsten Chips-Genuss. Die Neuheit im deutschen Bio-Snacking.,kontakt@mychipsbox.de,,,,False,13.03.2023,https://www.munich-startup.de/startups/mychipsbox-gmbh/,,"Food,Lebensmittel",089 / 78 00 54 44,,http://www.mychipsbox.de
Muclyn,"Fraunhoferstr. 22a, 80469 München",," Muclyn ist das innovativste Immobilienportal in München. Muclyn ermöglicht Menschen, ihre Träume von Immobilien in München zu verwirklichen.",hello@muclyn.com,,,,True,28.02.2022,https://www.munich-startup.de/startups/muclyn/,,PropTech / Real Estate,+49 89 21539356,,http://www.muclyn.com
MPWR,"Giselastraße 10, 80802 München",," Fußball, Basketball, Training & Leidenschaft für Teamsport – das ist die Welt von MPWR! Mit unserem Digital Coach geben wir Amateuren Zugang zu professionellen Methoden und erobern damit als dynamisches Start-Up die Sportwelt im Sturm. MPWR bietet deinem Team die professionelle Unterstützung, die auf dem Platz den Unterscheid ausmacht. Immer und überall, in einer maßgeschneiderten Lösung für alle Spieler und Trainer. Mit MPWR zu eurem persönlichen Erfolg – empower your game.",info@mpwr.me,,,,True,16.12.2021,https://www.munich-startup.de/startups/mpwr/,,"App,IT/Technologie,Lifestyle,Sport,Training",+498920092033,,https://www.mpwr.me/
MyAdScore,"Saarlouiser Strasse 19, 80997 München",B2B," MyAdScore ist ein SaaS Technologie-Unternehmen, das mit stochastischen Verfahren das Paid Media Management unterstützt. Zielmarkt sind DTC e-commerce Shops mit Facebook and Google Ads. Die Analytik wertet die Performance von Social Ads in Verbindung mit dem Nutzerverhalten der Kunden auf der Storefront aus. Damit wird der Performance einer Ad sowohl auf der Plattform (z.B. Facebook) als auch die Performance auf der Storefront (also nach Klick auf die Ads) integriert betrachtet und bewertet. Abweichend zum Wettbewerb wertet MyAdScore die relative Performance der Ads untereinander aus. Es erlaubt dem Media Buyer dadurch die Under- und Over-Performer im Ad Portfolio leicht zu identifizieren und zu steuern.",robert.diab@dispodyne.com,2019,2,Seed-Stage,True,21.08.2023,https://www.munich-startup.de/startups/myadscore-iconicc-gmbh/,2,"IT/Technologie,Marketing,SaaS",089 45227340,4,https://myadscore.com
MyDriver by Sixt,"Zugspitzstraße 1, 82409 Pullach im Isartal",," myDriver is an airport transfer service from Sixt, established in 2013 in Berlin and Munich. myDriver provides transfer services mostly from airports to anywhere in the city and back in 40 countries and 150 cities globally. Customers can easily book a ride up front through the myDriver app or the website, so they will not have to wait for a taxi at the airport. Our rides have chauffeurs that will safely drive the customers to their destination of choice in a BMW or Mercedes. myDriver’s prices are also always fixed, so the customer will not face any surprises.",brendon.zwennicker@sixt.com,,,,True,12.10.2017,https://www.munich-startup.de/startups/mydriver-by-sixt/,,,,,http://www.mydriver.com
my SCHOKO WORLD,"Agnes-Bernauer-Straße 151, 80687 München",," Auf my SCHOKO WORLD können Sie Schokoladen Produkte mit Ihren eigenen Fotos personalisieren. Wir bieten Ihnen individuelle Geschenke aus feinster belgischer Schokolade in einer hochwertigen Geschenkbox verpackt, entweder in kleinen Boxen mit 9 Täfelchen oder großen Boxen mit 24 Täfelchen. Zusätzlich können passende personalisierte Klappkarten bestellt werden und die Produkte können direkt in Seidenpapier als Geschenkverpackung eingepackt werden zum direkten Versand an die beschenkte Person. Kinderleicht, in drei Schritten, können Sie Ihre personalisierte Schokolade online und mit vielen unterschiedlichen Designs gestalten. All unsere personalisierten Schokoladenprodukte werden in Deutschland für Sie liebevoll von Hand gefertigt und werden innerhalb von wenigen Tagen geliefert.",kontakt@my-schoko-world.com,,,Growth-Stage,True,17.05.2021,https://www.munich-startup.de/startups/my-schoko-world/,,"Food,Lebensmittel",089 99 82 98 070,,http://www.my-schoko-world.com
My Dear Instruments GmbH,"Schussenriederstr. 28, 81249 München",, Online Gitarre und Bass lernen mit Videokursen von den Profis.,al@mydearinstruments.com,,,,True,06.09.2017,https://www.munich-startup.de/startups/my-dear-instruments-gmbh/,,"Education,eLearning",,,http://www.mydearinstruments.com
MyFlexHome,"Pfälzer-Wald-Straße 64, 81539 München",B2C," Streaming-Abo? Auto-Abo? Hotel-Abo! MyFlexHome ist das erste Hotel-Abo Deutschlands. Wir bieten eine völlig neue und innovative Wohnform für Personen in hybriden Arbeitsmodellen, die nicht in der Nähe ihres Büros wohnen. Für die Anwesenheitstage im Büro bucht der Mitarbeitende seine Hotelnächte im Abo zu einem konstanten und günstigen Preis und profitiert von weiteren Vorteilen wie z.B. eine Gepäckaufbewahrung zwischen seinen Aufenthalten. Mit dem MyFlexHome Konzept kann man seinen Wohnort frei wählen, ohne seinen aktuellen Job aufgeben zu müssen oder auch eine Stelle in einer anderen Stadt annehmen, ohne umzuziehen. Gleichzeitig können Unternehmen Fachkräfte deutschlandweit rekrutieren und bieten ihren Mitarbeitenden eine einfache Lösung für das Wohnen in hybriden Arbeitsmodellen.",hello@myflexhome.de,2021,3,Startup-Stage,True,02.06.2023,https://www.munich-startup.de/startups/myflexhome/,4,"Lifestyle,Travel,Wohnen",,7,https://www.myflexhome.de/
My Blossom GbR,"Kurzmannweg 14, 81925 München",B2C," My Blossom ist die erste Self Care App mit einem Line Up von über 100 Premium Programmen, abgestimmt auf den persönlichen Glücksindex unserer Nutzer. Dabei kombiniert My Blossom Yoga, Pilates und Meditationen mit gesunder Ernährung und einem persönlichen Achtsamkeitstagebuch. Bootstrapping und gezielte Marketing Tests haben gezeigt, dass unser MVP konvertiert und unsere Nutzer begeistert. Unser Ziel ist es 5% der Self Care Zielgruppen in DACH und 7 weiteren EU Ländern mit My Blossom glücklicher zu machen.",julia@my-blossom.com,,3,Seed-Stage,True,22.01.2020,https://www.munich-startup.de/startups/my-blossom-gbr/,1,"Fitness,Lifestyle",,4,https://my-blossom.com
MWN Equity Investment GmbH,München / Augsburg,," Wir sind Business Angel, Gründer und Investor und suchen Kontakt zu jungen innovativen Unternehmen.",michael@nimtsch.de,,,,True,03.01.2017,https://www.munich-startup.de/startups/mwn-equity-investment-gmbh/,,Investor,+4915112039121,,
MUSYNC,"Giselastr. 10, 80802 München",," MUSYNC ist die Innovation für alle, die flexibel und spielerisch Gitarre lernen wollen! Wir entwickeln eine intelligente Gitarre mit Sensoren, die jeden relevanten Aspekt der Spieltechnik messen. Die Gitarre kann kabellos mit unserer Lernapp, die dem Spieler direktes Feedback gibt, verbunden werden. So kann jeder schnell, einfach und überall Gitarre lernen – ganz ohne Lehrer.",kontakt@musync.de,2017,,,False,06.09.2021,https://www.munich-startup.de/startups/musync/,,"App,IT/Technologie",,,http://www.musync.de
Munich Venture Partners,"Rumfordstr. 34, 80469 München",," Munich Venture Partners (MVP) is the high-tech venture capital specialist based in Munich, and one of Germany’s largest. As an independent venture fund, MVP concentrates on investments for leading-edge start-up companies with Transformative Technologies, which will fundamentally transform established value chains. The investment focus is in Europe and on a select basis, beyond. Relevant sectors include: IoT, Mobility, Energy, Advanced Materials, AI, and Robotics. MVP was founded in 2005 and is part funded by the European Union and its Competitiveness and Innovation Framework Programme (CIP). Read more at .",info@munichvp.com,,,,True,11.07.2017,https://www.munich-startup.de/startups/munich-venture-partners/,,Investor,+49 89 2000 1230,,http://www.munichvp.com
myposter GmbH,"Nymphenburger Str. 12, 80335 München",," Du brennst für hochwertige Produkte, smarte Technologie und echte Expertise? Du möchtest wie wir nur die besten Lösungen auf die Straße bringen, Dich selbst jeden Tag aufs Neue challengen und Teil der Arbeitswelt von morgen sein? Perfect – It’s a match! Ob Vollzeit oder Teilzeit, ob in High Heels oder in Pantoffeln: Das entscheidest Du selbst. Denn bei uns zählen nur kluge Köpfe, die was drauf haben. Wer sind wir? Wir sind schnell. Wir sind ehrlich. Wir sind MYPOSTER. Wir verbinden unser einzigartiges Know How im E-Commerce mit unverwechselbaren Druckergebnissen. Auf unserer Website und in der App können unsere Kunden seit 2011 ihre Lieblingsfotos hochladen und auf hochwertigen Materialien verewigen. Alle unsere Produkte fertigen wir selbst an unseren Produktionsstandorten Bergkirchen (bei München) und Thalheim (bei Leipzig) mit einer riesen Portion Liebe zum Detail. Wir sind 350 Mitarbeiter mit einer Mission: Wir wollen Unglaubliches abliefern. Und das schaffen wir deshalb, weil wir agil, verantwortungsbewusst und in einem großartigen & smarten Team arbeiten. Was macht MYPOSTER besonders? Herz voraus! Bock auf morgen! Ohne Gelinggarantie begeben wir uns ins Unbekannte und probieren Neues. Wir sind versessen darauf, uns jeden Tag selbst zu übertreffen und scheuen uns nicht, die Extrameile zu gehen. Wir brennen dafür unsere Produkte, Prozesse und Kreationen komplett selbst in die Hand zu nehmen und entlang der gesamten Wertschöpfungskette von der Idee bis zum Ergebnis selbst zu steuern. Deshalb ist bei uns auch alles unter einem Dach – Kundenservice, Produktmanagement, Creation, Marketing, Produktion, Logistik sowie die gesamte Softwareentwicklung. Echte Experten! Auf jeder Position! Dabei können wir immer auf die Unterstützung der Kollegen vertrauen – denn das Wir zählt. Was uns also besonders macht? Wir sind ein Team. Wir packen die Dinge an. Wir geben Vollgas. Und das allerwichtigste: Wir können zusammen lachen und haben Spaß, bei dem was wir tun.",jobs@myposter.de,2010,3,Later-Stage,True,20.07.2023,https://www.munich-startup.de/startups/myposter-gmbh/,350,(e)Commerce,,353,https://www.myposter.de/
MYTERIAL GmbH,"Osterwaldstr. 10, 80805 München",B2B," Wir von MYTERIAL haben es uns zum Ziel gesetzt, mit unserem Construction Tech Startup die Bauindustrie zu revolutionieren. Unsere Mission ist es, mit unserer Software Lösung Beschaffung und Management von Material & Werkzeug auf Baustellen grundlegend zu vereinfachen. Wir sprechen explizit Bauunternehmen, insbesondere deren Manager, Einkäufer und Poliere an, deren Arbeitsalltag wir signifikant vereinfachen und denen wir helfen, Kosten zu sparen & mehr Zeit für wertschaffende Tätigkeiten am Bauprojekt zu gewinnen. Unser Produkt soll der führende digitale Begleiter aller zukunftsgewandten Bauunternehmen werden, der das Werkzeug- und Materialmanagement im Bau komplett neu definiert. Wir sind ein erfahrenes Team mit Hintergrund in der Top-Tier-Strategieberatung (BCG), der Bauindustrie, dem Baustoffhandel und im E-Commerce. Wir befinden uns aktuell kurz vor unserem Go-Live & suchen daher stetig neue Mitarbeiter, die unser Team unterstützen. Wenn du dich also für Entrepreneurship, Technologie und die Digitalisierung auf dem Bau begeistert, schau dir gerne unsere Stellenanzeigen auf unserer Website an. Wir bieten dir die Gelegenheit, von Anfang an mit dabei zu sein und das Wachstum von MYTERIAL hautnah mitzugestalten!",info@myterial.de,2021,3,Startup-Stage,True,11.07.2022,https://www.munich-startup.de/startups/myterial-gmbh/,11,"(e)Commerce,PropTech / Real Estate",,14,https://myterial.de/
myStationary.de,"Landshuter Allee 31, 80637 München",," Spezialisiert auf den Modebereich, wollen wir die Online- und Offline-Welt des stationären Handels verbinden, einen zusätzlichen Vertriebskanal online schaffen und so den Umsatz des Modehandels in Zukunft sichern. Wir bieten dem stationären Handel die einfache Möglichkeit ohne Risiko in den E-Commerce einzusteigen. Wir sind ein Multi-Vendor-Marketplace, Store- u. Labelfinder und gleichzeitig Online-Präsenz der Lifestyle u. Concept Geschäfte. Wir wickeln zentralisiert die Kaufprozesse aller angebundenen Läden ab und bieten ihnen zur Einsteuerung von Ware ein flexibles Backend und/oder eine ERP-Schnittstelle. Eine eCommerce-Plattform für den stationären Einzelhandel, ein Shopping-Paradies für Modefans – das ist . Mit der Idee, Offline- und Onlinewelt miteinander zu verbinden, schafft myStationary einen neuen, virtuellen Marktplatz der Zukunft: inspirierend, einzigartig, individuell. Kontaktpersonen: Co-Founder Vanessa Kaiser & Co-Founder Felicia Ritter",store@mystationary.de,,,,True,29.04.2019,https://www.munich-startup.de/startups/mystationary-de/,,"(e)Commerce,Fashion",0151 50963536,,http://www.mystationary.de
myfolie,"Bajuwarenring 21, 82041 Oberhaching",," Bei uns bekommst Du Klebefolien in allen Farben und Formen. Bedruckt, konturgeschnitten, einfarbig und in allen Größen. Dabei kannst Du ganz einfach Deine Folien online selbst bestellen. Klebeschriften wie z.B. Domainaufkleber, Öffnungszeiten oder SALE Aufkleber kannst Du online selbst gestalten. Wenn Du ein eigenes Motiv, eine eigene Vektordatei oder ein Foto hast, dann kannst Du es auf hochladen und wir machen Dir daraus eine Klebefolie.",kontakt@myfolie.com,,,,True,05.09.2017,https://www.munich-startup.de/startups/myfolie/,,"(e)Commerce,B2C,Online Shopping",,,https://www.myfolie.com/
mytabak GmbH,"Ohlauer Straße 2, 80997 München",, Deutschlands erster Tabakhersteller für customized Shisha Wasserpfeifen-Tabak. Wir sind zudem auch der erste Tabakproduzent in München seit dem Abgang von Philipp Morris im Jahr 2007 nach Berlin.,info@mytabak.de,2015,,,False,02.08.2021,https://www.munich-startup.de/startups/mytabak-gmbh/,,(e)Commerce,,,http://www.mytabak.de
Myobis Booking Systems GmbH,"Gmunder Str. 53, 81379  München",," Das webbasierte myobis Online-Buchungs- und Verwaltungssystem ermöglicht jede Art von Dienstleistung direkt online buchbar zu machen – von der Ballonfahrt über den Braukurs bis hin zum Flug-Seminar. Tickets sowie auch Gutscheine können mit dieser anbietergestützten White-Label-Lösung in Echtzeit auf der jeweiligen Webseite gebucht und eingelöst werden. Zahlreiche Dienstleistungsanbieter aus diversen Branchen wie z.B. ein großer deutscher Flugtraining-Dienstleister, der deutsche Automobilclub, der österreichische Starkoch Mike Süsser, der Ötztaler Tourismusverband, die Freizeit-Community Spontacts sowie diverse Anbieter touristischer Dienstleistungen, nutzen bereits erfolgreich das myobis System. Mehr Informationen erhalten Sie unter .",info@myobis.com,,,,True,05.09.2017,https://www.munich-startup.de/startups/myobis-booking-systems-gmbh/,,"(e)Commerce,IT/Technologie,Online Shopping,SaaS",089 125 033 400 ,,http://www.myobis.com
Mynaric,"Dornier Str. 19, 82205 Gilching",," Mynaric is a spin-off company of the German Aerospace Center DLR, founded in 2009. The founders have brought their experience of almost 20 years of research, including many flight demonstrations on aircraft or balloon platforms, to bear when they created the company’s technological basis.",info@mynaric.com,,,,True,06.09.2021,https://www.munich-startup.de/startups/mynaric/,,"Aircraft,Mobility",+49 8105 7999-0,,https://mynaric.com/
naklar.io GmbH & Co. KG,"Mühlfeldstraße 21, 82152 Planegg",Sonstiges," naklar.io vernetzt Schüler:innen live oder per Termin mit ehrenamtlichen Tutor:innen. Neben der bundesweiten Plattform (mit über 8.000 Nutzern) kooperiert naklar.io mit Ministerien, Städten, Stiftungen und Schulen und bietet schulinterne Lernplattformen für digitale „Schüler helfen Schülern“-Systeme. Digital, flexibel und „On-Demand“ ermöglicht die Lösung eine einfache und automatisierte Vernetzung von hilfesuchenden Schüler:innen und Helfenden, bietet individuelle Unterstützung und entlastet somit Eltern – bundesweit oder schulintern.",info@naklar.io,,4,Startup-Stage,True,14.07.2021,https://www.munich-startup.de/startups/naklar-io-gmbh-co-kg/,6,Education,017647718008,10,https://naklar.io
myWay Marine GmbH,"Seefelder Straße 19, 82229 Seefeld",," bringen Elektromobilität aufs Wasser. Emissionsfrei dank innovativer elektrischer Antriebe schonen myWay Boote Resourcen und Umwelt, und schaffen so die Voraussetzungen für nachhaltige Freude am Wassersport.",jh@mywaymarine.com,,,,True,05.09.2017,https://www.munich-startup.de/startups/myway-marine/,,"eMobility,Mobility",0171 3585581,,http://www.mywaymarine.com
mymary GmbH,"Kirchenstraße 5, 81675 München",," bietet Eltern eine zuverlässige und vertrauenswürdige Plattform um völlig flexibel und unverbindlich Babysitter und Nannies kennenzulernen oder direkt zu buchen. Alle Marys werden von mymary interviewt und geprüft, sind versichert und arbeiten legal durch ordentliche Rechnungsstellung, die Eltern steuerlich geltend machen können. Ansprechpartner ist der Geschäftsführer Paul Kahle unter 089 4570 9561.",contact@mymary.com,,,,True,31.01.2018,https://www.munich-startup.de/startups/mymary-gmbh/,,Lifestyle,089 4570 9561,,https://www.mymary.com/
mymovingpartner GmbH,"Lucile-Grahn-Straße 47, 81675 München",," Mit mymovingpartner können Sie Ihren kompletten Umzug einfach planen, berechnen und buchen! Vom individuellen Umzugspaket (Umzugsboxen und -kartons, studentische Umzugshelfer, Transporter) bis hin zur professionellen Umzugsfirma können Sie auf mymovingpartner.com schnell und einfach alles aus einer Hand online buchen.",info@mymovingpartner.com,,,,True,18.11.2021,https://www.munich-startup.de/startups/mymovingpartner-gmbh/,,"Logistics,Umzug",089 82957852,,http://www.mymovingpartner.com/
Neocom (Neo Commerce GmbH),"Max-Bill-Straße 8, 80807 München",B2B," Neocom.ai is an AI-powered product advisor for online stores. In short, individual consultations, complex technical product features are conveyed to the consumer in a simple and understandable way. After just a few questions, initial product suggestions are displayed, and for each product it is calculated how well it fits the customer’s wishes. Once the right product has been found, it can be purchased with a click on the detail page of the online store. The company was founded in June 2020 by Sebastian Slomski and Dana Nedamaldeen and is based in Munich. The two founders previously worked together for more than eight years at their company builder Pure Labs in Munich, with which they co-founded several successful tech and AI startups.",ssl@neocom.ai,2020,2,Growth-Stage,True,21.10.2021,https://www.munich-startup.de/startups/neocom-neo-commerce-gmbh/,10,"(e)Commerce,B2B,B2C,Online Shopping,Shopping",089 58 80 557-25,12,https://neocom.ai
myLike UG (haftungsbeschränkt),"Bruderstraße 8, 80538 München",," myLike enables you to share and recommend locations and services with those you care about. You can store what you like and search for recommendations from friends in a new and inspiring way. myLike allows you to see the world through the eyes of your friends, giving you recommendations you can trust. – Choose the sources you trust – Your friends are your most reliable source of information. They know you and will get you the best and most inspiring results. With myLike you can select the sources that generate the best results for you. – Get surprised and inspired – Ask for places like you where asking your friends and get inspired by the results. A truly intuitive and natural way to discover new places and experiences beyond just bars and restaurants. – Find what’s relevant for you – People have different tastes. The myLike “taste match” feature will show you who shares your preferences. This makes it easy to focus on those recommendations, that are relevant for you. – Set your privacy – You decide who can see your saved myLikes: only you, your friends, your groups or the whole world. – Save, organize and share your myLikes – myLike is the place where you can easily save and organize the things you love and you can find them later again. You may share them with the people you care about or store them just for yourself protecting your privacy.",info@mylike-app.com,,,,True,05.09.2017,https://www.munich-startup.de/startups/mylike/,,"App,IT/Technologie",,,http://www.mylike-app.com/
NameRobot GmbH,"Erzgießereistraße 30, 80335 München",B2B," Mit den Namensfindungs-Tools von NameRobot (er)finden Gründer und Startups günstig und schnell Namen für ihr Unternehmen oder Produkt. Die NameRobot Toolbox bietet über 150 Namensgeneratoren für die Ideensuche. Mit Namefruits geht es auf eine KI-geführte Namensfindungs-Tour. Die Namensprüfung von NameScore checkt Namensideen auf Domains, Marken, ungewollte Assoziationen in anderen Sprachen sowie auf Klang, Wirkung und Eignung als Markenname. Das Gründerteam besteht aus langjährigen Namensexperten.",info@namerobot.de,2013,,Growth-Stage,True,18.09.2019,https://www.munich-startup.de/startups/namerobot-gmbh/,,"IT/Technologie,SaaS",,,http://www.namerobot.de
Navemos,"Am Schwimmbad 2a, 85356 Freising",B2C," Wir helfen unseren Nutzern, die für sie ideale Charteryacht zu finden – egal bei welchem Anbieter. Wir vergleichen dabei Angebote vieler Webseiten. Ein “Trivago” für Segelyachten. Wir sind das erste und bisher einzige Metapreisportal auf dem Yachtcharter-Markt weltweit, d.h. wir leiten Nutzer lediglich auf die einzelnen Yacht-Buchungsplattformen weiter und wickeln selbst keine Buchungen ab. Wir nutzen modernste Webtechnologien und Algorithmen, um Daten zu sammeln und den Abgleich der verschiedenen Webseiten zu realisieren (Python, Scrapy, JavaScript). Wir haben bereits bestehende Partnerschaften und einen voll funktionsfähigen “Proof of Concept”.",sailing@navemos.com,2020,2,Seed-Stage,True,07.12.2020,https://www.munich-startup.de/startups/navemos/,0,"(e)Commerce,B2C,Online Shopping",,2,http://www.navemos.com
nello,"Zweibrückenstr. 2, 80331 München",," Wir sind nello und wir machen das Leben in Städten einfacher. Mit nello kannst du deine Gegensprechanlage per Smartphone steuern. So verpasst du nie wieder ein Paket, weil es jederzeit vor deiner Wohnungstür zugestellt werden kann. Außerdem kannst du so auch selbst ohne Schlüssel deine Hauseingangstür öffnen. Du brauchst dafür unser Produkt, nello one, welches du ganz einfach mit deinem Gegensprechtelefon in deiner Wohnung verbinden kannst.",daniel@nello.io,,,,False,06.09.2021,https://www.munich-startup.de/startups/nello/,,"IoT,IT/Technologie,Smart Home",01754845504,,https://www.nello.io/
